name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 50 mg 4 Tablet,Rp96.500 - Rp168.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 50 mg 1 Tablet,Rp156.800 - Rp164.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil Tablet 100 mg,Rp77.100 - Rp104.000,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, 1 Strip @ 4 Tablet salut selaput;Sildenafil citrate 100 mg;Pasien yang menggunakan nitrat organik, baik secara teratur dan atau kadang-kadang. Hipersensitifitas.;Novell Pharmaceutical Laboratories;BPOM: DKL1333528917A1;HARUS DENGAN RESEP DOKTER. Pria yang tidak dianjurkan melakukan hubungan kelamin dikarenakan keadaan jantung dan pembuluh darah mereka. Pasien yang menderita infarksi miokardial, stroke, aritmia yang mengancam kehidupan dalam waktu 6 bulan. Pasien dengan hipotensi pada saat beristirahat (tekanan darah kurang dari 90/50) atau hipertensi (tekanan darah lebih dari 170/110). Penyakit gagal jantung atau arteri koroner menyebabkan angina tidak stabil. Retinitis pigmentosa.;ERICFIL merupakan obat yang digunakan untuk mengobati disfungsi ereksi Ericfil mengandung Sildenafil citrate adalah inhibitor selektif dari siklik guanosin monofosfat (cGMP) -spesifik phosphodiesterase tipe 5 (PDE5) Obat ini menghambat fosfodiesterase tipe-5 (PDE-5) yang bertanggung jawab pada proses degradasi siklik guanosin monofosfat (cGMP) di corpus cavernosum Penghambatan PDE-5 meningkatkan cGMP yang menghasilkan relaksasi sel otot polos pembuluh darah paru Sildenafil citrate cepat diserap setelah pemberian oral, dengan bioavailabilitas absolut sekitar 41% Obat ini dimetabolisme di hati (terutama oleh enzim sitokrom P-450 3A4) dan diubah menjadi metabolit aktif dengan sifat yang mirip dengan Sildenafil citrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 10 mg,Rp197.300 - Rp203.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, nitrat organik, atau nitrit organik dalam bentuk sediaan apapun: pria yang tidak dianjurkan untuk melakukan hubungan seks akibat penyakit KV tidak stabil yang dideritanya;;;;CIALIS 10 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil 50 mg Odf,Rp36.500 - Rp44.400,Cara penggunaan Ericfil ODF: 1. Buka kemasan dari bagian atas. 2. Tarik kemasan secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut,,,,,,,,,,,, hipotensi (tekanan darah <90/50 mmHg), riwayat stroke atau infark miokard, dan kelainan retina degeneratif herediter misalnya: retinitis pigmentosa.;Novell Pharmaceutical Laboratories;BPOM: DKL2233554519A1;Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.;ERICFIL 50 MG ODF merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria (disfungsi ereksi) Obat ini mengandung Sildenafil Citrate, yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual Ericfil memiliki bentuk sediaan Oral Dissolving Film (ODF) Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 100 mg 4 Tablet,Rp124.400 - Rp248.700,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis 5 mg 14 Tablet,Rp697.000 - Rp716.000,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, tekanan intraokular, reaksi hipersensitif. Reaksi hipersensitif (termasuk ruam), priapisme, mata merah nyeri.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.;Dus, 2 Blister @ 14 Tablet Salut;Tadalafil 5 mg;Dikontraindikasikan pada terapi dengan nitrat;;;;CIALIS 5 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozgra 50 mg Tablet,Rp69.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, memiliki riwayat stroke atau sedang menderita infark miokard, pasien yang memiliki gangguan retina degenarif herediter, pasien dengan hipotensi, penderita kerusakan hati berat, hipertensi, pasien dengan gangguan paru-paru dan diabetes.;Pharos;BPOM: DKL1121635217A1;HARUS DENGAN RESEP DOKTER.;ROZGRA 50 MG TABLET mengandung Sildenafil citrate, golongan inhibitor selektif (cGMP) Obat ini digunakan untuk mengatasi masalah disfungsi ereksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 100 mg 1 Tablet,Rp196.100 - Rp237.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 20 mg,Rp245.800 - Rp252.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, gangguan fungsi jantung, infark miokard akut, stroke, aritmia, angina tidak stabil, gangguan fungsi ginjal, penggunaan bersamaan dengan obat golongan nitrat, NOS, dan guanylate cyclase stimulator.;Pyridam Farma;BPOM: DKI1973401817D1;HARUS DENGAN RESEP DOKTER. Konsultasikan pada dokter anda apabila memiliki kondisi sebagai berikut: Retinitis pigmentosa, Aortic stenosis, Hyperthrophic obstructive cardiomyopathy, deformasi penis, anemia bulan sabit, Myeloma multiple, leukemia, gangguan perdarahan, tukak lambung, gangguan ginjal dan hati, kehamilan dan menyusui.;CIALIS 20 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciastar Yellow 20 mg Odf,Rp122.300 - Rp152.900,Cara penggunaan Ciastar Yellow: 1. Buka kemasan pouch dari bagian atas. 2. Tarik kemasan pouch secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut,,,,,,,,,,,, yaitu pasien dengan riwayat infark miokard 90 hari terakhir, pasien dengan angina tidak stabil, pasien dengan riwayat gagal jantung dalam 6 bulan terakhir, pasien dengan aritmia, hipotensi (<90/50 mmHg) atau hipertensi tidak terkontrol, pasien dengan rwayat stroke 6 bulan terakhir. Pengguna rutin zat Nitric Oxide/ Cyclic Guanosine Monophosphate (cGMP) karena dapat menyebabkan hipotensi. Kelainan retina degeneratif herediter misalnya: retinitis pigmentosa. Pengguna obat golongan PDE5 inhibitor lainnya ternasuk Sildenafil dengan Guanylate Cyclase Stimulator seperti Riociguat dapat menyebabkan terjadinya hipotensi simptomatik.;Soho Industri Pharmasi;BPOM: DKI1953300296B1;Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.;CIASTAR YELLOW 20 MG ODF merupakan obat yang digunakan untuk disfungsi ereksi Obat ini mengandung Tadalafil yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual Ciastar Yellow memiliki bentuk sediaan Oral Dissolving Film (ODF) Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viajoy Kaplet 100 mg,Rp99.600,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgest 100 mg 15 Kapsul,Rp215.700 - Rp270.900,Penggunaan oral: Sebaiknya diberikan pada saat perut kosong. Telan dengan segelas air diluar waktu makan. Sebaiknya diberikan menjelang tidur Penggunaan vaginal: Masukkan tiap kapsul jauh ke dalam vaginal.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis umum : 2-3 kapsul setiap hari dalam dosis terbagi. Dosis dapat bervariasi berdasarkan indikasi dan kebutuhan pasien.,Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya,,,,,,,,,, pruritus, kemerahan dan jerawat), hirsutisme, alopesia.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Untuk gangguan yang berhubungan dengan defisiensi progesteron. Penggunaan oral diindikasikan untuk menstruasi tidak teratur akibat disovulasi. Penggunaan vaginal diindikasikan pada siklus fertilisasi in vitro (IVF). Penggunaan secara vaginal merupakan alternatif untuk menghindari efek samping progesteron.;Dus, 2 Blister @ 15 Kapsuk Lunak;Micronised progesterone 100 mg;Hipersensitivitas, gangguan fungsi hati, pendarahan vagina yang belum terdiagnosis, porfiria, kanker uterus dan organ genital, kanker payudara, riwayat idiopatik jaundice, gatal-gatal berat atau pemphigoid gestationis selama kehamilan, terlambat haid dan aborsi tidak sempurna.;Lapi Laboratories;BPOM: DKL2013322102A1;HARUS DENGAN RESEP DOKTER. Tidak diperuntukkan bagi kelahiran prematur. Penggunaan progesteron pada kehamilan lebih dari trimester pertama dapat menimbulkan kolestasis gravidum. Progesteron tidak dianjurkan sebagai alat kontrasepsi. Jika timbul kejadian yang tidak dapat dijelaskan, tiba tiba atau bertahap, sebagian atau secara total kehilangan daya penglihatan, protopsis atau diplopia,edema papil, lesi vaskular retina atau migrain selama terapi. Obat harus segera dihentikan dan dilakukan diagnosa serta penatalaksaan terapi nya. Obat ini diberikan bersamaan dengan produk estrogen dengan tujuan sebagai terapi sulih hormon yang dapat menyebabkan peningkatan resiko trombosis vena dalam (DVT) atau emboli pulmonal. Hati-hati pada keadaan yang dapat memperburuk retensi cairan misalnya epilepsi, hipertensi, migrain, asma, gagal jantung atau gagal ginjal dan pasien yang cenderung mengalami tromboemboli (perhatian khusus pada dosis tinggi). Hati-hati bila diberikan pada pasien gangguan hati (hindari jika keadaan parah) dan pada pasien yang mempunyai riwayat depresi. Progestogen dapat menurunkan toleransi glukosa dan sebaiknya diawasi secara ketat pada pasien diabetes. Kategori Kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil. Obat dapat diekskresikan melalui ASI, konsultasikan kepada tenaga medis apabila sedang menyusui.;MICROGEST merupakan obat yang mengandung progesterone termikronisasi Obat ini digunakan untuk gangguan yang berhubungan dengan defisit progesteron Obat ini digunakan sebagai obat penguat kandungan, mengatasi masalah menstruasi, pendarahan, dan terapi gejala menopouse Progesteron adalah progesteron alami, yang merupakan hormon utama pada korpus luteum dan plasenta Progesterone bekerja pada endometrium dengan merubah masa proliferasi menjadi masa sekresi Obat ini mempunyai kemampuan yang sama dengan progesteron endogen yaitu menginduksi endometrium sekresi secara menyeluruh dan secara khusus menimbulkan efek gestagenik, antiestrogenik, antiandrogenik ringan dan antialdosteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgest 200 mg 15 Kapsul,Rp391.800 - Rp501.800,Penggunaan oral: Sebaiknya diberikan pada saat perut kosong. Telan dengan segelas air diluar waktu makan. Sebaiknya diberikan menjelang tidur Penggunaan vaginal: Masukkan tiap kapsul jauh ke dalam vaginal.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis umum : 1-2 kapsul setiap hari dalam dosis terbagi. Dosis dapat bervariasi berdasarkan indikasi dan kebutuhan pasien.,Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya,,,,,,,,,, pruritus, kemerahan dan jerawat), hirsutisme, alopesia.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Untuk gangguan yang berhubungan dengan defisiensi progesteron. Penggunaan oral diindikasikan untuk menstruasi tidak teratur akibat disovulasi. Penggunaan vaginal diindikasikan pada siklus fertilisasi in vitro (IVF). Penggunaan secara vaginal merupakan alternatif untuk menghindari efek samping progesteron.;Dus, 1 Blister @ 8 Kapsul Lunak + 1 Blister @ 7Kapsul Lunak;Micronised progesterone 200 mg;Hipersensitivitas, gangguan fungsi hati, pendarahan vagina yang belum terdiagnosis, porfiria, kanker uterus dan organ genital, kanker payudara, riwayat idiopatik jaundice, gatal-gatal berat atau pemphigoid gestationis selama kehamilan, terlambat haid dan aborsi tidak sempurna.;Lapi Laboratories;BPOM: DKL2013322102B1;HARUS DENGAN RESEP DOKTER. Tidak diperuntukkan bagi kelahiran prematur. Penggunaan progesteron pada kehamilan lebih dari trimester pertama dapat menimbulkan kolestasis gravidum. Progesteron tidak dianjurkan sebagai alat kontrasepsi. Jika timbul kejadian yang tidak dapat dijelaskan, tiba tiba atau bertahap, sebagian atau secara total kehilangan daya penglihatan, protopsis atau diplopia,edema papil, lesi vaskular retina atau migrain selama terapi. Obat harus segera dihentikan dan dilakukan diagnosa serta penatalaksaan terapi nya. Obat ini diberikan bersamaan dengan produk estrogen dengan tujuan sebagai terapi sulih hormon yang dapat menyebabkan peningkatan resiko trombosis vena dalam (DVT) atau emboli pulmonal. Hati-hati pada keadaan yang dapat memperburuk retensi cairan misalnya epilepsi, hipertensi, migrain, asma, gagal jantung atau gagal ginjal dan pasien yang cenderung mengalami tromboemboli (perhatian khusus pada dosis tinggi). Hati-hati bila diberikan pada pasien gangguan hati (hindari jika keadaan parah) dan pada pasien yang mempunyai riwayat depresi. Progestogen dapat menurunkan toleransi glukosa dan sebaiknya diawasi secara ketat pada pasien diabetes. Kategori Kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil. Obat dapat diekskresikan melalui ASI, konsultasikan kepada tenaga medis apabila sedang menyusui.;MICROGEST merupakan obat yang mengandung progesterone termikronisasi Obat ini digunakan untuk gangguan yang berhubungan dengan defisit progesteron Obat ini digunakan sebagai obat penguat kandungan, mengatasi masalah menstruasi, pendarahan, dan terapi gejala menopouse Progesteron adalah progesteron alami, yang merupakan hormon utama pada korpus luteum dan plasenta Progesterone bekerja pada endometrium dengan merubah masa proliferasi menjadi masa sekresi Obat ini mempunyai kemampuan yang sama dengan progesteron endogen yaitu menginduksi endometrium sekresi secara menyeluruh dan secara khusus menimbulkan efek gestagenik, antiestrogenik, antiandrogenik ringan dan antialdosteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duphaston 10 mg 20 Tablet,Rp369.400 - Rp547.500,Dapat diberikan bersama atau tanpa makanan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Terancam aborsi : diawali dengan 4 tablet kemudian 0,,,,,,,,,,, terapi pengganti hormon;Dus, 1 Blister @ 20 Tablet Salut Selaput;Dydrogesterone 10 mg;hipersensitif;Abbott;BPOM: DKI1081601317A1;HARUS DENGAN RESEP DOKTER. Lakukan pemeriksaan ginekologi, fisik, & mammogram secara berkala. Hentikan penggunaan obat ini pada kasus tromboemboli, stroke, infark miokard, adenoma hati, penyakit kandung empedu, & hipertensi. Monitor adanya retensi cairan. Riwayat depresi psikis. Hindari penggunaan jangka lama. Laktasi & kehamilan 4 bln pertama.;DUPHASTON 10 MG 20 TABLET mengandung zat aktif Dydrogesterone yang merupakan hormon sintesis yang mirip dengan hormon progesteron, yakni hormon seks pada wanita yang terbentuk secara alami di tubuh Obat ini digunakan dalam kasus infertilitas, terancam keguguran, keguguran berulang, nyeri saat haid, peradangan pada rahim/endometriosis, siklus haid tidak teratur dan amenorea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profertil 50 mg 10 Tablet,Rp192.400 - Rp268.600,Berikan sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Infertilitas anovulatorik : 1 tablet / hari selama 5 hari,,,,,,,,,,, pendarahan tidak normal pada rahim, penderita kista, penderita tiroid dan tumor.;Kalbe Farma;BPOM: DKL8511603410A1;HARUS DENGAN RESEP DOKTER. Kehamilan multipel, gangguan penglihatan;PROFERTIL 50 MG adalah obat untuk meningkatkan kesuburan pada wanita dan pria Profertil mengandung clomiphene citrate di mana dapat berfungsi sebagai stimulan ovulasi oral yang bertindak sebagai modulator selektor estrogen selektif Senyawa ini mampu menstimulasi gonadotropin, hormon FSH, dan hormon LH, yang dapat membantu mematangkan folikel ovarium sehingga mendukung terjadinya ovulasi serta perkembangan corpus luteum yang dibutuhkan untuk terjadinya kehamilan Pada pria obat ini mempengaruhi produksi gonadotropinyang penting dalam pembentukan sperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blesifen 10 Tablet,Rp185.700,Sebelum atau sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Infertilitas akibat tidak terjadi ovulasi : 1 tablet perhari selama 5 hari,,,,,,,,,,, amenore psikogenik & amenorre paska kontrasepsi oral, Oligospermia pada pria;Dus, 2 Strip @ 10 Tablet;Clomiphene citrate 50 mg;Hipersensitif, perdarahan uterus abnormal, pembesaran ovarium, gangguan kelenjar adrenal atau tiroid, wanita hamil dan menyusui, penderita penyakit hati atau memiliki sejarah gangguan fungsi hati, penderita lesi intrakranial organik seperti tumor pituitar;Caprifarmindo;BPOM: DKL0122233910A1;HARUS DENGAN RESEP DOKTER. - Kategori Kehamilan : X;BLESIFEN 10 TABLET merupakan obat yang mengandung senyawa Clomiphene citrate yang digunakan untuk mengobati infertilitas atau ketidaksuburan pada wanita Ia bekerja dengan merangsang peningkatan jumlah hormon yang mendukung pertumbuhan dan pelepasan sel telur yang matang (ovulasi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cygest Suppositoria 400mg,Rp40.300 - Rp41.400,Dimasukkan kedalam vagina atau ke dalam rektal (anus),PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Untuk mendukung fase luteal : 2 kali sehari 400 mg. Sindrom pra-menstrual : 200 mg/hari atau 400 mg 2 kali sehari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Femaplex 2.5 mg 10 Tablet,Rp237.100,Dikonsumsi sebelum atau sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 2.5 mg,,,,,,,,,,, batuk, nyeri dada, kekeringan vulvovagina, infeksi virus, konstipasi, diare, insomnia, ruam, hiperkolesterolemia, nyeri abdomen, anoreksia.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. - Terapi lini pertama kanker payudara stadium lokal lanjut/metastasis dengan status reseptor hormon positif atau tidak diketahui pada wanita pasca-menopause. - Terapi adjuvan kanker payudara stadium dini dengan status reseptor hormon positif pada wanita pasca-menopause. - Terapi adjuvan lanjutan pada wanita pasca-menopause dengan kanker payudara stadium dini yang telah mendapat terapi tamoxifen adjuvan selama 5 tahun. - Terapi kanker payudara stadium lanjut pada wanita dengan status pasca-menopause, baik alami maupun yang diinduksi, dan pernah mendapat terapi anti-estrogen.;Dus, 3 Blister @ 10 Tablet Salut Selaput;Letrozole 2.5 mg;Hipersensitif, kehamilan, menyusui, dan wanita pra-menopause.;Dipa Pharmalab Intersains;BPOM: DKI1436200317A1;HARUS DENGAN RESEP DOKTER. - Tidak diberikan pada pasien pra-menopause - Perlu penyesuaian dosis pada pasien gangguan fungsi hati berat - Perlu pemantauan densitas mineral tulang - Hati-hati dalam mengemudi atau menjalankan mesin setelah mengkonsumsi letrozole - Tidak boleh diberikan bersama tamoxifen. Kategori Kehamilan : Kategori X: Kontraindikasi (tidak boleh digunakan). Terdapat hasil penelitian terhadap hewan uji dan manusia yang memperlihatkan abnormalitas terhadap janin. Obat ini dikontraindikasikan untuk wanita hamil dan yang berkemungkinan untuk hamil.;Femaplex merupakan obat yang mengandung zat aktif Letrozole Obat ini digunakan untuk terapi kanker payudara pada pasien pasca-menopause Letrozole bekerja dengan cara menghambat enzim aromatase yang mengubah androgen menjadi estrone dan estradiol sehingga menekan sintesis estrogen di jaringan perifer dan jaringan kanker payudara Hal ini menyebabkan pertumbuhan sel kanker payudara terhambat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provera 10 mg 10 Tablet,Rp99.900 - Rp148.900,Bersama makanan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 1 x sehari satu tablet,Mual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracetate Suspensi 40 mg/ml 200 ml,Rp498.800 - Rp596.800,Berikan pada saat makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Karsinoma payudara : 160 mg / hari ,,,,,,,,,,TRACETATE SUSPENSI merupakan obat yang di gunakan untuk mengobat kanker payudara atau rahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utrogestan 200 mg 15 Kapsul,Rp464.700 - Rp511.200,Dikonsumsi pada saat perut kosong. Sebaiknya diberikan menjelang tidur.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Tidak lebih dari 200 mg per asupan. Insufisiensi progesteron : 200-300 mg per hari dalam 1 atau 2 dosis terbagi. Dapat ditingkatkan hingga 600 mg per hari dalam 3 dosis terbagi,,,,,,,,,,, pireksia, insomnia, alopesia, hirsutisme;;;;;;;;;Utrogestan 200 mg adalah obat hormon yang mengandung progesterone termikronisasi Progesteron sangat berperan pada Luteal Phase Support dengan menginduksi transformasi sekresi endometrium serta meningkatkan reseptivitas endometrium dan vasodilatasi lokal Utrogestan digunakan untuk mengatasi gangguan yang berhubungan dengan defisiensi progesteron Penggunaan oral untuk mengatasi haid yang tidak teratur karena disovulasi Penggunaan Vaginal untuk siklus fertilisasi invitro (IVF), alternatif terhadap rute oral jika tidak dapat ditoleransi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cygest Suppositoria 200 mg,Rp16.600 - Rp21.000,di masukan ke dalam vagina atau rektal,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Untuk mendukung fase luteal : 400 mg 2 kali sehari. Sindrom pra menstruasi : 200 mg per hari sampai dengan 400 mg 2 kali sehari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipthen 50 mg 10 Tablet,Rp166.900,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Awal 50 mg/hari selama 5 hari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
