name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Profim Dry Sirup 30 ml,Rp96.300,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut.;Botol @ 30 ml;Per 5 mL : Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Promedrahardjo Farmasi Industri;BPOM: DKL2233217538A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;Profim Sirup mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporetik 50 mg 10 Kapsul,Rp119.200 - Rp138.000,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 3 Strip @ 10 Kapsul;Cefixime trihydrate 50 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Sanbe Farma;BPOM: DKL9522216501A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;SPORETIK merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starcef 100 mg 6 Kapsul,Rp128.000 - Rp160.000,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 5 Strip @ 6 Kapsul;Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Dexa Medica;BPOM: DKL9505014901A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;STARCEF 100 merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starcef 200 mg 10 Kapsul,Rp453.300,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 1 Strip @ 10 Kapsul;Cefixime 200 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Dexa Medica;BPOM: DKL0605040501A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;STARCEF 200 merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starcef Dry Sirup 30 ml,Rp109.900 - Rp120.900,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, Botol @ 30 ml;Per 5 mL : Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Dexa Medica;BPOM: DKL9505014838A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;STARCEF merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxime 100 mg 10 Kapsul,Rp75.300,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 3 Strip @ 10 Kapsul;Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Finusolprima Farma Internasional;BPOM: DKL0828404201A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;TAXIME merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxime 200 mg 10 Kapsul,Rp176.800,Dikonsumsi sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada saluran pencernaan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak-anak dengan berat badan sama dengan atau lebih dari 30 kg,,,,,,,,,,, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut;Dus, 3 Strip @ 10 Kapsul;Cefixime 200 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Finusolprima Farma Internasional;BPOM: DKL0828404201A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;Taxime 200 mg merupakan antibiotik yang mengandung Cefixime Cefixime adalah antibiotik golongan cephalosporin generasi ketiga Cefixime merupakan antibiotik yang memiliki spektrum luas, aktif terhadap bakteri gram negatif mapun gram positif Antibiotik ini digunakan untuk mengobati infeksi saluran kemih tanpa komplikasi, otitis media, faringiris dan tonsilitis, serta bronkitis akut dan kronis dengan eksaserbasi akut Obat ini bekerja sebagai bakterisidal dengan mekanisme kerja obat dengan cara mengikat satu atau lebih penicillin-binding proteins (PBP) yang menghambat transpeptidasi tahap terakhir dari sintesis peptidoglikan di dinding sel bakteri, sehingga menghambat biosintesis dan mencegah pembentukan dinding sel yang mengakibatkan kematian sel bakteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetrasanbe 500 mg 10 Kapsul,Rp6.200 - Rp7.300,Diberikan sebelum atau sesudah makan. Jangan diminum dengan susu atau antasida.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis umum: 250 mg tiap 6 jam. Pada infeksi berat dapat ditingkatkan sampai 500 mg tiap 6-8 jam. Sifilis primer,,,,,,,,,,, gangguan ginjal berat, Hamil, dan anak < 12 tahun.;Sanbe Farma;BPOM: DKL7822247101B1;HARUS DENGAN RESEP DOKTER. Gangguan fungsi hati, gangguan fungsi ginjal, kadang-kadang menimbulkan fotosensitivitas. Kategori kehamilan: D;TETRASANBE 500 MG KAPSUL adalah obat antibiotik dengan kandungan Tetracycline 500 mg yang digunakan untuk mengobati infeksi bakteri yang terjadi pada kulit, usus, saluran pernapasan, saluran kemih, kelamin, kelenjar getah bening, dan bagian lain dalam tubuh Tetracyclin termasuk antibiotik yang bersifat bakteriostatik Obat ini bekerja dengan cara menghambat sintesis protein bakteri pada ribosomnya Tetracyclin dapat menyebabkan pertumbuhan tulang terhambat Pada gigi tetrasiklin dapat menimbulkan disgenesis, perubahan warna permanen, dan kecenderungan terjadi karies Oleh karena itu golongan tetracyclin jangan diberikan pada ibu hamil dan menyusui dan juga pada anak < 8 tahun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tismazol 500 mg 10 Tablet,Rp25.400 - Rp27.400,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 1-2 x sehari 0.5-1 tablet,,,,,,,,,,, Amubiasis, Giardiasis.;Dus, 10 Strip @ 10 Tablet;Metronidazole 500 mg;Penyakit Susunan Saraf Pusat akut, diskrasia darah;Metiska Farma;BPOM: DKL9316106209A1;HARUS DENGAN RESEP DOKTER. Hamil trisemester I, laktasi, lakukan tes dara pada pemakaian lebih dari 10hari.;TISMAZOL 500 MG 10 TABLET mengandung zat aktif Metronidazole Metronidazol berinteraksi dengan DNA mikroba untuk memecahkan untai dan struktur heliksnya yang menyebabkan penghambatan sintesis protein, degradasi, dan kematian sel bakteri Obat ini digunakan untuk pengobatan uretritis dan vaginitis karena Trichomonas vaginalis, amoebiasis intestinal dan hepar, pencegahan infeksi anaerob pasca operasi, giardiasis karena Giardia lambliasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tocef 100 mg/5 ml Dry Syrup 30 ml,Rp90.500 - Rp100.700,,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Dosis harian yang lazim untuk pediatrik adalah 1,,,,,,,,,,, Defisiensi vitamin, Pengaruh terhadap tes laboratorium;Obat Keras (Merah);;Dus, Botol @ 30 ml;Tiap 5 ml mengandung Cefixime 100 mg;Pasien dengan riwayat syok atau hipersensitif terhadap beberapa bahan dari obat ini.;Bernofarm;BPOM: DKL9602322838A1;HARUS DENGAN RESEP DOKTER. Hati-hati terhadap reaksi hipersensitif karena reaksi-reaksi seperti syok dapat terjadi. - Cefixime sebaiknya jangan diberikan kepada pasien yang masih dapat diobati dengan antibiotik lain. Jika perlu, harus diberikan dengan hati-hati. - Pasien dengan riwayat hipersensitif terhadap bahan-bahan dalam sediaan atau dengan antibiotik cephalosporin lainnya. - Cefixime harus diberikan dengan hati-hati kepada pasien-pasien berikut: 1. Pasien dengan riwayat hipersensitif terhadap penicillin. 2. Pasien dengan riwayat personal atau familial terhadap berbagai bentuk alergi seperti asma bronkial, ruam, dan urtikaria. 3. Pasien dengan gangguan fungsi ginjal berat. 4. Pasien dengan nutrisi oal yang rendah, yang sedang mendapatkan nutrisi parenteral, pasien usia lanjut atau yang dalam keadaan lemah. Pasien harus diamati karena dapat terjadi gejala-gejala defisiensi vitamin K. - Penggunaan selama kehamilan: Keamanan pemakaian cefixime selama masa kehamilan belum dibuktikan. Sebaiknya cefixime hanya diberikan bila manfaat terapeutik lebih besar dibandingkan risiko yang mungkin terjadi. - Penggunaan pada wanita menyusui: Belum diketahui apakah cefixime diekskresikan melalui air susu ibu. Oleh karena itu, sebaiknya tidak menyusui selama terapi dengan obat ini. - Penggunaan pada anak-anak: Keamanan dan efektivitas penggunaan cefixime pada anak-anak dengan usia kurang dari 6 bulan belum dibuktikan (termasuk bayi baru lahir dan prematur).;Tocef merupakan obat dengan kandungan Cefixime Obat ini digunakan infeksi saluran kemih tak terkomplikasi, otitis media, faringitis, tonsilitis, bronkitis akut dan kronik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
