name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Neuralgin Rx 10 Kaplet,Rp7.900 - Rp12.500,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 3-4 x sehari 1-2 kaplet. Anak : 3-4 x sehari 1/2-1 kaplet.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Gangguan saluran cerna, gangguan pembekuan darah, gangguan kardiovaskuler, reaksi hipersensitif, gangguan fungsi ginjal.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meringankan rasa nyeri, seperti sakit kepala, sakit gigi, kram perut yang disebabkan oleh menstruasi (dysmenorrhea), nyeri perut, dan nyeri yang muncul setelah operasi, nyeri berat yang disebabkan oleh gangguan saraf seperti neuritis dan neuralgia.","Dus, 10 Strip @ 10 kaplet salut selaput","Methampyrone 500 mg, Thiamine HCl 50 mg, Pyridoxine HCl 10 mg, Cyanocobalamine 10 mcg, Trimethylxanthine 50 mg","Ulkus peptikum. Ibu hamil dan menyusui. Bronkospasme, alergi rinitis dan urtikaria karena asetosal. Anak usia kurang dari 14 tahun. Hipersensitif terhadap methampyron.",Kalbe Farma,BPOM: DKL8511603809A1,HARUS DENGAN RESEP DOKTER. Hindarkan penggunaan pada kehamilan trimester 3 karena dapat menyebabkan penutupan dini duktus arteriosus. Pemberian bersama dengan NSAID lain.,"NEURALGIN RX merupakan obat dengan kandungan Methampyron, Thiamin HCl, Pyridoxine HCl, Cyanocobalamine, Trimethylxantine Methampyron bekerja sebagai antiinflamasi, analgesik melalui penghambatan prostaglandin dengan menghambat enzim cyclooxygenase dan Vitamin B untuk membantu mengatasi nyeri terkait gangguan saraf seperti neuritis atau neuralgia Obat ini ditujukan untuk pengobatan pada dismenore primer, meredakan nyeri ringan hingga sedang, meredakan gejala dan tanda osteoarthritis, meredakan gejala dan tanda rheumatoid arthritis"
Paracetamol 500 mg 10 Kaplet,Rp2.200 - Rp5.600,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun : 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan untuk jangka waktu lama dan dosis besar dapat menyebabkan kerusakan fungsi hati. - Reaksi hipersensitifitas/ alergi.",Obat Bebas (Hijau),"Obat ini digunakan untuk meredakan nyeri ringan hingga sedang seperti sakit kepala, sakit gigi, nyeri otot, serta menurunkan demam.","Dus, 10 Strip @ 10 Tablet",Setiap tablet mengandung Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol. Penderita gangguan fungsi hati berat.,Generic Manufacturer,BPOM: GBL7802318304A2* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.,"Hati-hati penggunaan pada pasien dengan gagal ginjal, gangguan fungsi hati, dan alergi atau mengalami hipersensitivitas terhadap paracetamol. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","PARACETAMOL TABLET merupakan obat yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, dan menurunkan demam Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)"
Panadol 500 mg 10 Kaplet,Rp12.000 - Rp15.400,Dikonsumsi sebelum atau sesudah makan.,"Dewasa dan anak usia lebih dari 12 tahun : 1 - 2 kaplet, 3-4 kali sehari (Maksimum 8 kaplet dalam 24 jam). Anak-anak usia 6-11 tahun : 1/2 - 1 kaplet, 3-4 kali sehari (maksimum 4 kaplet dalam 24 jam). Minimum interval penggunaan dosis adalah 4 jam. Jangan melebihi dosis yang dianjurkan, atau menurut aturan dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati. Efek samping lain yaitu reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan. Namun, reaksi efek samping jarang terjadi. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.",Obat Bebas (Hijau),"Obat ini digunakan untuk meredakan nyeri ringan hingga sedang seperti sakit kepala, sakit gigi, sakit pada otot, serta menurunkan demam.","Dus, 10 Blister @ 10 Kaplet",Setiap kaplet mengandung Paracetamol 500 mg,Penderita yang hipersensitif terhadap paracetamol dan bahan lain dalam obat ini. Penderita dengan gangguan fungsi hati.,Sterling,BPOM: DBL9624502804A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","PANADOL merupakan obat dengan kandungan Paracetamol yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, sakit pada otot dan menurunkan demam Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)"
Panadol Extra 10 Kaplet,Rp12.000 - Rp17.100,Sebelum atau sesudah makan.,"Dewasa dan anak-anak lebih dari 12 tahun : 1 Kaplet, ditelan dengan segelas air, 3-4 kali sehari bila gejala memburuk. Tidak melebihi 8 kaplet dalam 24 jam. Minimum interval penggunaan dosis adalah 4 jam.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati. Efek samping lain yaitu reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan. Namun, reaksi efek samping jarang terjadi. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.",Obat Bebas (Hijau),Obat ini digunakan untuk meringankan sakit kepala dan sakit gigi.,"Dus, 10 Amplop @ 1 Blister @ 10 Kaplet",Tiap kaplet mengandung Paracetamol 500 mg dan Caffeine 65 mg.,Wanita hamil dan menyusui. Tidaj dianjurkan untuk digunakan pada anak dibawah usia 12 tahun,Sterling,BPOM: DBL9424502004A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","PANADOL EXTRA merupakan obat dengan kandungan Paracetamol dan Caffeine Obat ini dapat digunakan untuk meringankan sakit kepala dan sakit gigi Paracetamol sebagai analgetik, bekerja dengan meningkatkan ambang rasa sakit dan Caffeine bekerja dengan menghambat kerja reseptor adenosin sehingga mengurangi rasa nyeri"
Asam Mefenamat 500 mg 10 Kaplet,Rp3.700 - Rp5.000,Diberikan sesudah makan atau bersama dengan makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Efek signifikan yakni Reaksi anafilaktoid, retensi cairan, anemia, hiperkalemia. Gangguan sistem darah dan limfatik: Eosinofilia, leukopenia, trombositopenia, purpura, agranulositosis. Gangguan jantung: Dispnea. Gangguan telinga dan labirin: Tinnitus. Gangguan gastrointestinal: Diare, mual, muntah, sakit perut, perut kembung, sembelit, dispepsia, mulas, gastritis. Gangguan hepatobilier: Hepatitis, penyakit kuning. Pemeriksaan penunjang: Peningkatan enzim hati. Gangguan sistem saraf: Meningitis aseptik, sakit kepala. Gangguan kejiwaan: Gugup, insomnia, kebingungan, depresi. Gangguan ginjal dan kemih: Disuria, sistitis. Gangguan sistem reproduksi dan payudara: Hematuria. Gangguan pernapasan, toraks dan mediastinum: Asma. Gangguan kulit dan jaringan subkutan: Pruritus, urtikaria, ruam, eritema multiforme. Gangguan pembuluh darah: Hipertensi. Berpotensi Fatal: Kejadian trombotik CV termasuk MI dan stroke, peradangan gastrointestinal, perdarahan, ulserasi, perforasi. Jarang, dermatitis eksfoliatif, nekrolisis epidermal toksik, sindrom Stevens-Johnson, hepatitis fulminan, nekrosis hati, gagal hati.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip @ 10 kaplet salut selaput",Asam Mefenamat 500 mg,"Hipersensitivitas. Pasien dengan aktif atau riwayat tukak/perdarahan peptikum berulang, riwayat perdarahan gastrointestinal atau perforasi (terkait dengan terapi NSAID sebelumnya), penyakit radang usus, gagal jantung berat, riwayat asma, bronkospasme, rinitis, angioedema, urtikaria, atau tipe alergi reaksi setelah minum aspirin atau NSAID lainnya. Pengobatan nyeri peri-operatif dalam pengaturan operasi CABG. Ginjal (CrCl <30 mL/menit) dan gangguan hati berat. Kehamilan (trimester ketiga).",Generic Manufacturer,BPOM: GKL9519915009A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Hati-hati penggunaan pada pasien dengan faktor risiko kejadian KV (misalnya hipertensi, hiperlipidemia, diabetes mellitus, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","ASAM MEFENAMAT atau MEFENAMIC ACID merupakan obat yang termasuk dalam golongan anti infalamasi non steroid sebagai anti nyeri pada tingkat ringan hingga sedang, dengan cara secara reversibel menghambat siklooksigenase-1 dan -2 (COX-1 dan -2), sehingga mengakibatkan penurunan laju sintesis prostaglandin dan menunjukkan sifat analgesik, anti-inflamasi serta antipiretik Obat dengan kandungan Asam Mefenamat diindikasikan untuk nyeri ringan sampai sedang seperti sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri pasca operasi"
Ponstan 500 mg 10 Tablet,Rp34.600 - Rp39.600,Diberikan sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Efek signifikan yakni Reaksi anafilaktoid, retensi cairan, anemia, hiperkalemia. Gangguan sistem darah dan limfatik: Eosinofilia, leukopenia, trombositopenia, purpura, agranulositosis. Gangguan jantung: Dispnea. Gangguan telinga dan labirin: Tinnitus. Gangguan gastrointestinal: Diare, mual, muntah, sakit perut, perut kembung, sembelit, dispepsia, mulas, gastritis. Gangguan hepatobilier: Hepatitis, penyakit kuning. Pemeriksaan penunjang: Peningkatan enzim hati. Gangguan sistem saraf: Meningitis aseptik, sakit kepala. Gangguan kejiwaan: Gugup, insomnia, kebingungan, depresi. Gangguan ginjal dan kemih: Disuria, sistitis. Gangguan sistem reproduksi dan payudara: Hematuria. Gangguan pernapasan, toraks dan mediastinum: Asma. Gangguan kulit dan jaringan subkutan: Pruritus, urtikaria, ruam, eritema multiforme. Gangguan pembuluh darah: Hipertensi. Berpotensi Fatal: Kejadian trombotik CV termasuk MI dan stroke, peradangan gastrointestinal, perdarahan, ulserasi, perforasi. Jarang, dermatitis eksfoliatif, nekrolisis epidermal toksik, sindrom Stevens-Johnson, hepatitis fulminan, nekrosis hati, gagal hati.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri paska operasi","Dus, 10 Blister @ 10 tablet salut selaput",Asam Mefenamat 500 mg,"Hipersensitivitas. Pasien dengan aktif atau riwayat tukak/perdarahan peptikum berulang, riwayat perdarahan gastrointestinal atau perforasi (terkait dengan terapi NSAID sebelumnya), penyakit radang usus, gagal jantung berat, riwayat asma, bronkospasme, rinitis, angioedema, urtikaria, atau tipe alergi reaksi setelah minum aspirin atau NSAID lainnya. Pengobatan nyeri peri-operatif dalam pengaturan operasi CABG. Ginjal (CrCl <30 mL/menit) dan gangguan hati berat. Kehamilan (trimester ketiga).",Pfizer,BPOM: DKL8519807117A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Hati-hati penggunaan pada pasien dengan faktor risiko kejadian KV (misalnya hipertensi, hiperlipidemia, diabetes mellitus, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","PONSTAN mengandung Asam mefenamat yang merupakan golongan NSAID Asam mefenamat secara reversibel menghambat siklooksigenase-1 dan -2 (COX-1 dan -2), sehingga mengakibatkan penurunan laju sintesis prostaglandin dan menunjukkan sifat analgesik, anti-inflamasi serta antipiretik Obat dengan kandungan Asam Mefenamat diindikasikan untuk nyeri ringan sampai sedang seperti sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri pasca operasi"
Dexketoprofen 25 mg 10 Tablet,Rp37.100 - Rp44.900,"Diminum pada perut kosong, 30 menit sebelum makan tertama untuk meredakan nyeri akut dengan cepat.",PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 12.5 mg tiap 4-6 jam atau 25 mg tiap 8 jam. Nyeri pasca operasi : 25 mg tiap 8 jam. Dosis maksimal 75 mg per hari.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah : Mual, muntah, nyeri perut, diare, mulut kering, penglihatan kabur, palpitasi (detak jantung meningkat), dan insomnia.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi simpatomimetik nyeri ringan hingga sedang seperti nyeri muskuloskeletal dan nyeri paska operasi, dismenore, sakit gigi","Dus, 5 Strip @ 10 Tablet Salut Selaput",Dexketoprofen 25 mg,"Hipersensitivitas dengan OAINS lainnya, asma, bronkhopasme, rinitis akut, polip nasal, urtikaria, edema angioneurotik yang dipicu OAINS lainnya. Gangguan fungsi ginjal sedang dan berat, gangguan fungsi hati berat, hamil (trimester 3) dan laktasi.",Generic Manufacturer,BPOM: GKL1740500717A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.,"HARUS DENGAN RESEP DOKTER. Riwayat alergi obat, hipertensi tidak terkontrol, riwayat penyakit jantung, asma bronkial, esofagitis, gastritis, dan tukak peptik. Hentikan jika terjadi pendarahan atau tukak saluran cerna. Menghambat agregasi platelet dan memperpanjang waktu perdarahan. Tidak dianjurkan untuk penggunaan jangka panjang. Gangguan ginjal ringan, gangguan hati ringan dan sedang, lanjut usia dan hamil (trimester 1 & 2).","DEXKETOPROFEN 25 MG TABLET adalah obat anti inflamasi non steroid (OAINS) Dexketoprofen memiliki sifat analgesik (anti nyeri), anti inflamasi (anti radang), dan anti piretik (penurun panas) Obat ini digunakan untuk nyeri muskuloskeletal akut, dismenorea, sakit gigi, nyeri pasca operasi Dexketoprofen bekerja dengan menekan sintestis prostaglandin melalui penghambatan jalur cyclooxygenase"
Kalium Diklofenak 50 mg 10 Tablet,Rp6.400 - Rp9.400,Dikonsumsi sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 14 tahun: 25 mg atau 50 mg, 2 sampai 3 kali per hari.","Gangguan saluran pencernaan, gangguan susunan saraf, gangguan kulit, gangguan sistem urogenital, gangguan hati, gangguan darah, hipersensitivitas, gangguan susunan organ lainnya",Obat Keras (Merah),INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri dan mengurangi inflamasi pada pasien Rematoid Athritis dan Ostearthiritis,"Dus, 5 Strip @ 10 Tablet",Kalium Diklofenak 50 mg,"Hipersensitivitas, tekanan darah tinggi, asma, gangguan pada hati, gangguan pada ginjal, anemia, gangguan pembekuan darah. Penggunaan bersama dengan NSAID, antiplatelet, antikoagulan. Hamil (trimester ketiga).",Generic Manufacturer,BPOM: GKL9805025217B1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek.,"HARUS DENGAN RESEP DOKTER. Memiliki riwayat penyakit atau faktor resiko gangguan kardiovaskular, hipertensi dan gagal jantung. Memiliki riwayat penyakit tukak lambung, gangguan fungsi hati, dan gangguan fungsi ginjal. Hindari penggunaan jangka panjang. Wanita hamil dan menyusui. Kategori Kehamilan : C","KALIUM DIKLOFENAK adalah obat anti nyeri golongan OAINS (obat anti inflamasi non steroid) untuk mengobati nyeri ringan sampai sedang Obat ini hanya di gunakan jangka pendek untuk meringankan nyeri akibat radang sendi, pengapuran tulang, sakit gigi, kram menstruasi"
Farsifen Plus 10 Tablet,Rp7.200 - Rp8.700,Sesudah makan,Dewasa dan anak usia di atas 12 tahun : 1 kaplet 3-4 kali sehari.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah : Gangguan saluran cerna, retensi cairan, gangguan kesuburan wanita, sakit kepala, pusing, insomnia, hipertensi.",Obat Bebas Terbatas (Biru),"Meringankan rasa nyeri pada sakit kepala, nyeri otot, sakit gigi, nyeri haid (dismenore primer) dan menurunkan demam.","Dus, 10 Amplop @ 1 Strip @ 10 Kaplet","Paracetamol 350 mg, Ibuprofen 200 mg, Kafein 50 mg","Penggunaan NSAID dihindari pada ibu hamil dengan usia kehamilan 20 minggu atau di atas 20 minggu. Anak usia di bawah 12 tahun (kecuali dalam pengawasan dokter). Hipersensitivitas terhadap komponen obat. Penderita ulkus, asma bronkial, gangguan jantung berat, alkoholik.",Ifars,BPOM: DTL1009220804A1,"Jangan diberikan pada anak usia di bawah 12 tahun, kecuali dalam pengawasan dokter. Penderita dengan riwayat hipertensi, gangguan ginjal dan hati. Hamil trimester 1 & 2. Laktasi. Kategori Kehamilan Ibuprofen dan Kafein : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","FARSIFEN PLUS merupakan obat dengan kandungan Paracetamol, Ibuprofen dan Kafein Obat ini digunakan untuk meringankan rasa nyeri pada sakit kepala, nyeri otot, sakit gigi, nyeri haid (dismenore primer) dan menurunkan demam Paracetamol bekerja sebagai pereda demam (antipiretik) sekaligus mengurangi rasa nyeri (analgetik) Ibuprofen termasuk golongan obat anti inflamasi non steroid (NSAID) Ibuprofen memiliki efek anti inflamasi, analgesik (menurunkan rasa nyeri), dan antipiretik (menurunkan demam) Kafein bekerja sebagai stimulan sistem saraf pusat yang memiliki efek mengembalikan kesiagaan selama sakit kepala terjadi"
Mefinal 250 mg 10 Kapsul,Rp8.800 - Rp9.800,Diberikan sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak >14 tahun : 3 x sehari 500 mg. Lansia : Mulailah dengan dosis yang lebih rendah dan durasi sesingkat mungkin.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Efek signifikan yakni Reaksi anafilaktoid, retensi cairan, anemia, hiperkalemia. Gangguan sistem darah dan limfatik: Eosinofilia, leukopenia, trombositopenia, purpura, agranulositosis. Gangguan jantung: Dispnea. Gangguan telinga dan labirin: Tinnitus. Gangguan gastrointestinal: Diare, mual, muntah, sakit perut, perut kembung, sembelit, dispepsia, mulas, gastritis. Gangguan hepatobilier: Hepatitis, penyakit kuning. Pemeriksaan penunjang: Peningkatan enzim hati. Gangguan sistem saraf: Meningitis aseptik, sakit kepala. Gangguan kejiwaan: Gugup, insomnia, kebingungan, depresi. Gangguan ginjal dan kemih: Disuria, sistitis. Gangguan sistem reproduksi dan payudara: Hematuria. Gangguan pernapasan, toraks dan mediastinum: Asma. Gangguan kulit dan jaringan subkutan: Pruritus, urtikaria, ruam, eritema multiforme. Gangguan pembuluh darah: Hipertensi. Berpotensi Fatal: Kejadian trombotik CV termasuk MI dan stroke, peradangan gastrointestinal, perdarahan, ulserasi, perforasi. Jarang, dermatitis eksfoliatif, nekrolisis epidermal toksik, sindrom Stevens-Johnson, hepatitis fulminan, nekrosis hati, gagal hati.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip @ 10 Kapsul",Asam mefenamat 250 mg,"Hipersensitivitas. Pasien dengan aktif atau riwayat tukak/perdarahan peptikum berulang, riwayat perdarahan gastrointestinal atau perforasi (terkait dengan terapi NSAID sebelumnya), penyakit radang usus, gagal jantung berat, riwayat asma, bronkospasme, rinitis, angioedema, urtikaria, atau tipe alergi reaksi setelah minum aspirin atau NSAID lainnya. Pengobatan nyeri peri-operatif dalam pengaturan operasi CABG. Ginjal (CrCl <30 mL/menit) dan gangguan hati berat. Kehamilan (trimester ketiga).",Sanbe Farma,BPOM: DKL8122200401A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Hati-hati penggunaan pada pasien dengan faktor risiko kejadian KV (misalnya hipertensi, hiperlipidemia, diabetes mellitus, merokok), gagal jantung ringan hingga sedang, hipovolemia, dehidrasi, Pasien yang lemah, gangguan ginjal dan hati, lansia, Ibu hamil (trimester 1-2) dan menyusui. Kategori kehamilan : Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil.","MEFINAL mengandung Asam mefenamat yang merupakan golongan NSAID Asam mefenamat secara reversibel menghambat siklooksigenase-1 dan -2 (COX-1 dan -2), sehingga mengakibatkan penurunan laju sintesis prostaglandin dan menunjukkan sifat analgesik, anti-inflamasi serta antipiretik Obat dengan kandungan Asam Mefenamat diindikasikan untuk nyeri ringan sampai sedang seperti sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri pasca operasi"
Dumin 500 mg 10 Kaplet,Rp8.000 - Rp9.600,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1 kaplet, 3 sampai 4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak (6 - 12 tahun): 1/2 - 1 kaplet, 3 sampai 4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Reaksi hipersensitivitas. Gangguan hematologi, pankreatitis akut. Dosis tinggi atau terapi jangka lama dapat menyebabkan kerusakan hati.",Obat Bebas (Hijau),"Meredakan nyeri pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, 10 Blister @ 10 kaplet",Paracetamol 500 mg,"Penderita hipersensitif/alergi terhadap Paracetamol, penderita gangguan fungsi hati berat.",Actavis,BPOM: DBL8305501304A1,"Pasien dengan gagal ginjal, gangguan fungsi hati. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak hilang, segera hubungi dokter atau unit pelayanan kesehatan.","DUMIN merupakan obat dengan kandungan Paracetamol 500 mg Obat ini dapat digunakan untuk meredakan nyeri pada keadaan sakit kepala, sakit gigi dan menurunkan demam"
